"Date","Location","Variable","Value"
2022-10-11 12:37:00,"RO6","Tot.Coliforms (MPN/100ml)","2419"
2022-10-11 12:37:00,"RO6","E.Coli (MPN/100ml)","7"
2022-11-15 12:05:00,"RO6","Water.Temp (°C)","15.6"
2022-11-15 12:05:00,"RO6","Turbidity..Form.Neph. (FNU)","1.1"
2022-11-15 12:05:00,"RO6","Dis.Oxygen.Sat (%)","104.9"
2022-11-15 12:05:00,"RO6","pH.25DegC (pH)","8"
2022-11-15 12:05:00,"RO6","NO3.NO2.as.N (ppb)","5"
2022-11-15 12:05:00,"RO6","P..Tot. (ppb)","6"
2022-11-15 12:05:00,"RO6","Tot.Coliforms (MPN/100ml)","249"
2022-11-15 12:05:00,"RO6","E.Coli (MPN/100ml)","6"
2022-12-06 12:15:00,"RO6","Water.Temp (°C)","17.2"
2022-12-06 12:15:00,"RO6","Turbidity..Form.Neph. (FNU)","0.7"
2022-12-06 12:15:00,"RO6","Dis.Oxygen.Sat (%)","106.4"
2022-12-06 12:15:00,"RO6","pH.25DegC (pH)","8.2"
2022-12-06 12:15:00,"RO6","NO3.NO2.as.N (ppb)","1"
2022-12-06 12:15:00,"RO6","P..Tot. (ppb)","6"
2022-12-06 12:15:00,"RO6","Tot.Coliforms (MPN/100ml)",NA
2022-12-06 12:15:00,"RO6","E.Coli (MPN/100ml)",NA
2023-01-17 11:56:00,"RO6","Water.Temp (°C)","19.2"
2023-01-17 11:56:00,"RO6","Turbidity..Form.Neph. (FNU)","2.2"
2023-01-17 11:56:00,"RO6","Dis.Oxygen.Sat (%)","104.3"
2023-01-17 11:56:00,"RO6","pH.25DegC (pH)","8.1"
2023-01-17 11:56:00,"RO6","NO3.NO2.as.N (ppb)","1"
2023-01-17 11:56:00,"RO6","P..Tot. (ppb)","7"
2023-01-17 11:56:00,"RO6","Tot.Coliforms (MPN/100ml)","1203"
2023-01-17 11:56:00,"RO6","E.Coli (MPN/100ml)","62"
2023-02-14 10:50:00,"RO6","Water.Temp (°C)","17.6"
2023-02-14 10:50:00,"RO6","Turbidity..Form.Neph. (FNU)","2.3"
2023-02-14 10:50:00,"RO6","Dis.Oxygen.Sat (%)","102.9"
2023-02-14 10:50:00,"RO6","pH.25DegC (pH)","7.9"
2023-02-14 10:50:00,"RO6","NO3.NO2.as.N (ppb)","5"
2023-02-14 10:50:00,"RO6","P..Tot. (ppb)","7"
2023-02-14 10:50:00,"RO6","Tot.Coliforms (MPN/100ml)","172"
2023-02-14 10:50:00,"RO6","E.Coli (MPN/100ml)","6"
2023-03-14 11:03:00,"RO6","Water.Temp (°C)","19.1"
2023-03-14 11:03:00,"RO6","Turbidity..Form.Neph. (FNU)","0.5"
2023-03-14 11:03:00,"RO6","Dis.Oxygen.Sat (%)","102.7"
2023-03-14 11:03:00,"RO6","pH.25DegC (pH)","8.2"
2023-03-14 11:03:00,"RO6","NO3.NO2.as.N (ppb)","2"
2023-03-14 11:03:00,"RO6","P..Tot. (ppb)","4"
2023-03-14 11:03:00,"RO6","Tot.Coliforms (MPN/100ml)","365"
2023-03-14 11:03:00,"RO6","E.Coli (MPN/100ml)","10"
2023-05-16 10:58:00,"RO6","Water.Temp (°C)","15.4"
2023-05-16 10:58:00,"RO6","Turbidity..Form.Neph. (FNU)","0.28"
2023-05-16 10:58:00,"RO6","Dis.Oxygen.Sat (%)","98.8"
2023-05-16 10:58:00,"RO6","pH.25DegC (pH)","7.9"
2023-05-16 10:58:00,"RO6","NO3.NO2.as.N (ppb)","1"
2023-05-16 10:58:00,"RO6","P..Tot. (ppb)","5"
2023-05-16 10:58:00,"RO6","Tot.Coliforms (MPN/100ml)","62"
2023-05-16 10:58:00,"RO6","E.Coli (MPN/100ml)","1"
2023-07-17 11:32:00,"RO6","Water.Temp (°C)","11.8"
2023-07-17 11:32:00,"RO6","Turbidity..Form.Neph. (FNU)","0.6"
2023-07-17 11:32:00,"RO6","Dis.Oxygen.Sat (%)","100.2"
2023-07-17 11:32:00,"RO6","pH.25DegC (pH)","8"
2023-07-17 11:32:00,"RO6","NO3.NO2.as.N (ppb)","1"
2023-07-17 11:32:00,"RO6","P..Tot. (ppb)","8"
2023-07-17 11:32:00,"RO6","Tot.Coliforms (MPN/100ml)","76"
2023-07-17 11:32:00,"RO6","E.Coli (MPN/100ml)","1"
2023-08-15 11:19:00,"RO6","Water.Temp (°C)","11.3"
2023-08-15 11:19:00,"RO6","Turbidity..Form.Neph. (FNU)","0.9"
2023-08-15 11:19:00,"RO6","Dis.Oxygen.Sat (%)","100.8"
2023-08-15 11:19:00,"RO6","pH.25DegC (pH)","7.6"
2023-08-15 11:19:00,"RO6","NO3.NO2.as.N (ppb)","1"
2023-08-15 11:19:00,"RO6","P..Tot. (ppb)","6"
2023-08-15 11:19:00,"RO6","Tot.Coliforms (MPN/100ml)","10"
2023-08-15 11:19:00,"RO6","E.Coli (MPN/100ml)","1"
2023-09-12 11:05:00,"RO6","Water.Temp (°C)","11.6"
2023-09-12 11:05:00,"RO6","Turbidity..Form.Neph. (FNU)","0.7"
2023-09-12 11:05:00,"RO6","Dis.Oxygen.Sat (%)","100"
2023-09-12 11:05:00,"RO6","pH.25DegC (pH)","7.6"
2023-09-12 11:05:00,"RO6","NO3.NO2.as.N (ppb)","1"
2023-09-12 11:05:00,"RO6","P..Tot. (ppb)","5"
2023-09-12 11:05:00,"RO6","Tot.Coliforms (MPN/100ml)","16"
2023-09-12 11:05:00,"RO6","E.Coli (MPN/100ml)","1"
2023-10-17 12:24:00,"RO6","Water.Temp (°C)","12.9"
2023-10-17 12:24:00,"RO6","Turbidity..Form.Neph. (FNU)","0.9"
2023-10-17 12:24:00,"RO6","Dis.Oxygen.Sat (%)","102.9"
2023-10-17 12:24:00,"RO6","pH.25DegC (pH)","8"
2023-10-17 12:24:00,"RO6","NO3.NO2.as.N (ppb)","4"
2023-10-17 12:24:00,"RO6","P..Tot. (ppb)","4"
2023-10-17 12:24:00,"RO6","Tot.Coliforms (MPN/100ml)","129"
2023-10-17 12:24:00,"RO6","E.Coli (MPN/100ml)","81"
2023-11-14 10:43:00,"RO6","Water.Temp (°C)","15.1"
2023-11-14 10:43:00,"RO6","Turbidity..Form.Neph. (FNU)","0.3"
2023-11-14 10:43:00,"RO6","Dis.Oxygen.Sat (%)","105.4"
2023-11-14 10:43:00,"RO6","pH.25DegC (pH)","8"
2023-11-14 10:43:00,"RO6","NO3.NO2.as.N (ppb)","7"
2023-11-14 10:43:00,"RO6","P..Tot. (ppb)","4"
2023-11-14 10:43:00,"RO6","Tot.Coliforms (MPN/100ml)","1553"
2023-11-14 10:43:00,"RO6","E.Coli (MPN/100ml)","27"
2023-12-05 12:15:00,"RO6","Water.Temp (°C)","16.1"
2023-12-05 12:15:00,"RO6","Turbidity..Form.Neph. (FNU)","0.3"
2023-12-05 12:15:00,"RO6","Dis.Oxygen.Sat (%)","105.1"
2023-12-05 12:15:00,"RO6","pH.25DegC (pH)","8.1"
2023-12-05 12:15:00,"RO6","NO3.NO2.as.N (ppb)","3"
2023-12-05 12:15:00,"RO6","P..Tot. (ppb)","4"
2023-12-05 12:15:00,"RO6","Tot.Coliforms (MPN/100ml)","115"
2023-12-05 12:15:00,"RO6","E.Coli (MPN/100ml)","1"
2019-01-22 10:15:00,"WA1","Water.Temp (°C)","21.5"
2019-01-22 10:15:00,"WA1","Turbidity..Form.Neph. (FNU)","2.4"
2019-01-22 10:15:00,"WA1","Dis.Oxygen.Sat (%)","110.9"
2019-01-22 10:15:00,"WA1","pH.25DegC (pH)","8.5"
2019-01-22 10:15:00,"WA1","NO3.NO2.as.N (ppb)","14"
2019-01-22 10:15:00,"WA1","P..Tot. (ppb)","25"
2019-01-22 10:15:00,"WA1","Tot.Coliforms (MPN/100ml)","2419"
2019-01-22 10:15:00,"WA1","E.Coli (MPN/100ml)","23"
2019-02-19 09:30:00,"WA1","Water.Temp (°C)","21.1"
2019-02-19 09:30:00,"WA1","Turbidity..Form.Neph. (FNU)","2.4"
2019-02-19 09:30:00,"WA1","Dis.Oxygen.Sat (%)","100.6"
2019-02-19 09:30:00,"WA1","pH.25DegC (pH)","8.1"
2019-02-19 09:30:00,"WA1","NO3.NO2.as.N (ppb)","1"
2019-02-19 09:30:00,"WA1","P..Tot. (ppb)","21"
2019-02-19 09:30:00,"WA1","Tot.Coliforms (MPN/100ml)","2419"
2019-02-19 09:30:00,"WA1","E.Coli (MPN/100ml)","35"
2019-03-19 09:55:00,"WA1","Water.Temp (°C)","20.9"
2019-03-19 09:55:00,"WA1","Turbidity..Form.Neph. (FNU)","9.5"
2019-03-19 09:55:00,"WA1","Dis.Oxygen.Sat (%)","102.6"
2019-03-19 09:55:00,"WA1","pH.25DegC (pH)","7"
2019-03-19 09:55:00,"WA1","NO3.NO2.as.N (ppb)","224"
2019-03-19 09:55:00,"WA1","P..Tot. (ppb)","39"
2019-03-19 09:55:00,"WA1","Tot.Coliforms (MPN/100ml)","1986"
2019-03-19 09:55:00,"WA1","E.Coli (MPN/100ml)","69"
2019-04-16 10:15:00,"WA1","Water.Temp (°C)","13.5"
2019-04-16 10:15:00,"WA1","Turbidity..Form.Neph. (FNU)","21.6"
2019-04-16 10:15:00,"WA1","Dis.Oxygen.Sat (%)","102"
2019-04-16 10:15:00,"WA1","pH.25DegC (pH)","7.8"
2019-04-16 10:15:00,"WA1","NO3.NO2.as.N (ppb)","620"
2019-04-16 10:15:00,"WA1","P..Tot. (ppb)","42"
2019-04-16 10:15:00,"WA1","Tot.Coliforms (MPN/100ml)","2419"
2019-04-16 10:15:00,"WA1","E.Coli (MPN/100ml)","435"
2019-05-21 10:00:00,"WA1","Water.Temp (°C)","11.7"
2019-05-21 10:00:00,"WA1","Turbidity..Form.Neph. (FNU)","4.2"
2019-05-21 10:00:00,"WA1","Dis.Oxygen.Sat (%)","102.2"
2019-05-21 10:00:00,"WA1","pH.25DegC (pH)","7.8"
2019-05-21 10:00:00,"WA1","NO3.NO2.as.N (ppb)","570"
2019-05-21 10:00:00,"WA1","P..Tot. (ppb)","20"
2019-05-21 10:00:00,"WA1","Tot.Coliforms (MPN/100ml)","2419"
2019-05-21 10:00:00,"WA1","E.Coli (MPN/100ml)","88"
2019-06-11 10:30:00,"WA1","Water.Temp (°C)","10.9"
2019-06-11 10:30:00,"WA1","Turbidity..Form.Neph. (FNU)","11.3"
2019-06-11 10:30:00,"WA1","Dis.Oxygen.Sat (%)","101"
2019-06-11 10:30:00,"WA1","pH.25DegC (pH)","7.7"
2019-06-11 10:30:00,"WA1","NO3.NO2.as.N (ppb)","548"
2019-06-11 10:30:00,"WA1","P..Tot. (ppb)","21"
2019-06-11 10:30:00,"WA1","Tot.Coliforms (MPN/100ml)","1300"
2019-06-11 10:30:00,"WA1","E.Coli (MPN/100ml)","118"
2019-07-16 09:45:00,"WA1","Water.Temp (°C)","10.9"
2019-07-16 09:45:00,"WA1","Turbidity..Form.Neph. (FNU)","214"
2019-07-16 09:45:00,"WA1","Dis.Oxygen.Sat (%)","99.2"
2019-07-16 09:45:00,"WA1","pH.25DegC (pH)","7.3"
2019-07-16 09:45:00,"WA1","NO3.NO2.as.N (ppb)","366"
2019-07-16 09:45:00,"WA1","P..Tot. (ppb)","811"
2019-07-16 09:45:00,"WA1","Tot.Coliforms (MPN/100ml)","24192"
2019-07-16 09:45:00,"WA1","E.Coli (MPN/100ml)","11199"
2019-08-20 10:30:00,"WA1","Water.Temp (°C)","9.30000000000001"
2019-08-20 10:30:00,"WA1","Turbidity..Form.Neph. (FNU)","42"
2019-08-20 10:30:00,"WA1","Dis.Oxygen.Sat (%)","101.1"
2019-08-20 10:30:00,"WA1","pH.25DegC (pH)","7.3"
2019-08-20 10:30:00,"WA1","NO3.NO2.as.N (ppb)","490"
2019-08-20 10:30:00,"WA1","P..Tot. (ppb)","51"
2019-08-20 10:30:00,"WA1","Tot.Coliforms (MPN/100ml)","2419"
2019-08-20 10:30:00,"WA1","E.Coli (MPN/100ml)","291"
2019-09-24 10:30:00,"WA1","Water.Temp (°C)","12.4"
2019-09-24 10:30:00,"WA1","Turbidity..Form.Neph. (FNU)","24.5"
2019-09-24 10:30:00,"WA1","Dis.Oxygen.Sat (%)","96.5"
2019-09-24 10:30:00,"WA1","pH.25DegC (pH)","7.9"
2019-09-24 10:30:00,"WA1","NO3.NO2.as.N (ppb)","582"
2019-09-24 10:30:00,"WA1","P..Tot. (ppb)","216"
2019-09-24 10:30:00,"WA1","Tot.Coliforms (MPN/100ml)","2419"
2019-09-24 10:30:00,"WA1","E.Coli (MPN/100ml)","687"
2019-10-22 09:00:00,"WA1","Water.Temp (°C)","14.5"
2019-10-22 09:00:00,"WA1","Turbidity..Form.Neph. (FNU)","14.4"
2019-10-22 09:00:00,"WA1","Dis.Oxygen.Sat (%)","102"
2019-10-22 09:00:00,"WA1","pH.25DegC (pH)","8"
2019-10-22 09:00:00,"WA1","NO3.NO2.as.N (ppb)","410"
2019-10-22 09:00:00,"WA1","P..Tot. (ppb)","39"
2019-10-22 09:00:00,"WA1","Tot.Coliforms (MPN/100ml)","2419"
2019-10-22 09:00:00,"WA1","E.Coli (MPN/100ml)","461"
2019-11-19 10:00:00,"WA1","Water.Temp (°C)","14.5"
2019-11-19 10:00:00,"WA1","Turbidity..Form.Neph. (FNU)","74.1"
2019-11-19 10:00:00,"WA1","Dis.Oxygen.Sat (%)","100.1"
2019-11-19 10:00:00,"WA1","pH.25DegC (pH)","7.6"
2019-11-19 10:00:00,"WA1","NO3.NO2.as.N (ppb)","288"
2019-11-19 10:00:00,"WA1","P..Tot. (ppb)","187"
2019-11-19 10:00:00,"WA1","Tot.Coliforms (MPN/100ml)","2419"
2019-11-19 10:00:00,"WA1","E.Coli (MPN/100ml)","2419"
2019-12-17 09:00:00,"WA1","Water.Temp (°C)","19.7"
2019-12-17 09:00:00,"WA1","Turbidity..Form.Neph. (FNU)","20.2"
2019-12-17 09:00:00,"WA1","Dis.Oxygen.Sat (%)","100.2"
2019-12-17 09:00:00,"WA1","pH.25DegC (pH)","7.7"
2019-12-17 09:00:00,"WA1","NO3.NO2.as.N (ppb)","257"
2019-12-17 09:00:00,"WA1","P..Tot. (ppb)","77"
2019-12-17 09:00:00,"WA1","Tot.Coliforms (MPN/100ml)","2419"
2019-12-17 09:00:00,"WA1","E.Coli (MPN/100ml)","461"
2020-01-21 09:55:00,"WA1","Water.Temp (°C)","22.7"
2020-01-21 09:55:00,"WA1","Turbidity..Form.Neph. (FNU)","3.5"
2020-01-21 09:55:00,"WA1","Dis.Oxygen.Sat (%)","103.5"
2020-01-21 09:55:00,"WA1","pH.25DegC (pH)","8.1"
2020-01-21 09:55:00,"WA1","NO3.NO2.as.N (ppb)","1"
2020-01-21 09:55:00,"WA1","P..Tot. (ppb)","22"
2020-01-21 09:55:00,"WA1","Tot.Coliforms (MPN/100ml)","1733"
2020-01-21 09:55:00,"WA1","E.Coli (MPN/100ml)","20"
2020-02-18 09:35:00,"WA1","Water.Temp (°C)","22.2"
2020-02-18 09:35:00,"WA1","Turbidity..Form.Neph. (FNU)","1.8"
2020-02-18 09:35:00,"WA1","Dis.Oxygen.Sat (%)","99.8"
2020-02-18 09:35:00,"WA1","pH.25DegC (pH)","8"
2020-02-18 09:35:00,"WA1","NO3.NO2.as.N (ppb)","3"
2020-02-18 09:35:00,"WA1","P..Tot. (ppb)","21"
2020-02-18 09:35:00,"WA1","Tot.Coliforms (MPN/100ml)","2419"
2020-02-18 09:35:00,"WA1","E.Coli (MPN/100ml)","96"
2020-03-17 09:30:00,"WA1","Water.Temp (°C)","17.6"
2020-03-17 09:30:00,"WA1","Turbidity..Form.Neph. (FNU)","1.9"
2020-03-17 09:30:00,"WA1","Dis.Oxygen.Sat (%)","106.4"
2020-03-17 09:30:00,"WA1","pH.25DegC (pH)","8.4"
2020-03-17 09:30:00,"WA1","NO3.NO2.as.N (ppb)","23"
2020-03-17 09:30:00,"WA1","P..Tot. (ppb)","22"
2020-03-17 09:30:00,"WA1","Tot.Coliforms (MPN/100ml)","1120"
2020-03-17 09:30:00,"WA1","E.Coli (MPN/100ml)","117"
2020-05-19 10:35:00,"WA1","Water.Temp (°C)","10.9"
2020-05-19 10:35:00,"WA1","Turbidity..Form.Neph. (FNU)","2.1"
2020-05-19 10:35:00,"WA1","Dis.Oxygen.Sat (%)","104.7"
2020-05-19 10:35:00,"WA1","pH.25DegC (pH)","7.9"
2020-05-19 10:35:00,"WA1","NO3.NO2.as.N (ppb)","432"
2020-05-19 10:35:00,"WA1","P..Tot. (ppb)","16"
2020-05-19 10:35:00,"WA1","Tot.Coliforms (MPN/100ml)","727"
2020-05-19 10:35:00,"WA1","E.Coli (MPN/100ml)","70"
2020-06-23 10:15:00,"WA1","Water.Temp (°C)","10.9"
2020-06-23 10:15:00,"WA1","Turbidity..Form.Neph. (FNU)","28.5"
2020-06-23 10:15:00,"WA1","Dis.Oxygen.Sat (%)","100.9"
2020-06-23 10:15:00,"WA1","pH.25DegC (pH)","7.6"
2020-06-23 10:15:00,"WA1","NO3.NO2.as.N (ppb)","679"
2020-06-23 10:15:00,"WA1","P..Tot. (ppb)","35"
2020-06-23 10:15:00,"WA1","Tot.Coliforms (MPN/100ml)","2419"
2020-06-23 10:15:00,"WA1","E.Coli (MPN/100ml)","411"
2020-07-21 10:50:00,"WA1","Water.Temp (°C)","11.5"
2020-07-21 10:50:00,"WA1","Turbidity..Form.Neph. (FNU)","10"
2020-07-21 10:50:00,"WA1","Dis.Oxygen.Sat (%)","100.1"
2020-07-21 10:50:00,"WA1","pH.25DegC (pH)","7.7"
2020-07-21 10:50:00,"WA1","NO3.NO2.as.N (ppb)","565"
2020-07-21 10:50:00,"WA1","P..Tot. (ppb)","23"
2020-07-21 10:50:00,"WA1","Tot.Coliforms (MPN/100ml)","2419"
2020-07-21 10:50:00,"WA1","E.Coli (MPN/100ml)","162"
2020-08-18 09:55:00,"WA1","Water.Temp (°C)","8.69999999999999"
2020-08-18 09:55:00,"WA1","Turbidity..Form.Neph. (FNU)","4.5"
2020-08-18 09:55:00,"WA1","Dis.Oxygen.Sat (%)","98.7"
2020-08-18 09:55:00,"WA1","pH.25DegC (pH)","7.9"
2020-08-18 09:55:00,"WA1","NO3.NO2.as.N (ppb)","423"
2020-08-18 09:55:00,"WA1","P..Tot. (ppb)","16"
2020-08-18 09:55:00,"WA1","Tot.Coliforms (MPN/100ml)","435"
2020-08-18 09:55:00,"WA1","E.Coli (MPN/100ml)","28"
2020-09-22 09:45:00,"WA1","Water.Temp (°C)","12.6"
2020-09-22 09:45:00,"WA1","Turbidity..Form.Neph. (FNU)","52.6"
2020-09-22 09:45:00,"WA1","Dis.Oxygen.Sat (%)","101"
2020-09-22 09:45:00,"WA1","pH.25DegC (pH)","7.8"
2020-09-22 09:45:00,"WA1","NO3.NO2.as.N (ppb)","338"
2020-09-22 09:45:00,"WA1","P..Tot. (ppb)","56"
2020-09-22 09:45:00,"WA1","Tot.Coliforms (MPN/100ml)","2419"
2020-09-22 09:45:00,"WA1","E.Coli (MPN/100ml)","488"
2020-10-20 09:30:00,"WA1","Water.Temp (°C)","13.6"
2020-10-20 09:30:00,"WA1","Turbidity..Form.Neph. (FNU)","19.7"
2020-10-20 09:30:00,"WA1","Dis.Oxygen.Sat (%)","99.7"
2020-10-20 09:30:00,"WA1","pH.25DegC (pH)","7.7"
2020-10-20 09:30:00,"WA1","NO3.NO2.as.N (ppb)","431"
2020-10-20 09:30:00,"WA1","P..Tot. (ppb)","240"
2020-10-20 09:30:00,"WA1","Tot.Coliforms (MPN/100ml)","2419"
2020-10-20 09:30:00,"WA1","E.Coli (MPN/100ml)","2419"
2020-11-17 09:15:00,"WA1","Water.Temp (°C)","16.5"
2020-11-17 09:15:00,"WA1","Turbidity..Form.Neph. (FNU)","3.2"
2020-11-17 09:15:00,"WA1","Dis.Oxygen.Sat (%)","105.3"
2020-11-17 09:15:00,"WA1","pH.25DegC (pH)","8.1"
2020-11-17 09:15:00,"WA1","NO3.NO2.as.N (ppb)","451"
2020-11-17 09:15:00,"WA1","P..Tot. (ppb)","21"
2020-11-17 09:15:00,"WA1","Tot.Coliforms (MPN/100ml)","2419"
2020-11-17 09:15:00,"WA1","E.Coli (MPN/100ml)","148"
2020-12-15 11:00:00,"WA1","Water.Temp (°C)","17.5"
2020-12-15 11:00:00,"WA1","Turbidity..Form.Neph. (FNU)","11.5"
2020-12-15 11:00:00,"WA1","Dis.Oxygen.Sat (%)","101.1"
2020-12-15 11:00:00,"WA1","pH.25DegC (pH)","7.7"
2020-12-15 11:00:00,"WA1","NO3.NO2.as.N (ppb)","652"
2020-12-15 11:00:00,"WA1","P..Tot. (ppb)","23"
2020-12-15 11:00:00,"WA1","Tot.Coliforms (MPN/100ml)","2419"
2020-12-15 11:00:00,"WA1","E.Coli (MPN/100ml)","135"
2021-01-19 09:30:00,"WA1","Water.Temp (°C)","21.3"
2021-01-19 09:30:00,"WA1","Turbidity..Form.Neph. (FNU)","4.6"
2021-01-19 09:30:00,"WA1","Dis.Oxygen.Sat (%)","113.3"
2021-01-19 09:30:00,"WA1","pH.25DegC (pH)","8.4"
2021-01-19 09:30:00,"WA1","NO3.NO2.as.N (ppb)","156"
2021-01-19 09:30:00,"WA1","P..Tot. (ppb)","16"
2021-01-19 09:30:00,"WA1","Tot.Coliforms (MPN/100ml)","2419"
2021-01-19 09:30:00,"WA1","E.Coli (MPN/100ml)","186"
2021-02-16 09:25:00,"WA1","Water.Temp (°C)","17.6"
2021-02-16 09:25:00,"WA1","Turbidity..Form.Neph. (FNU)","45.9"
2021-02-16 09:25:00,"WA1","Dis.Oxygen.Sat (%)","98.1"
2021-02-16 09:25:00,"WA1","pH.25DegC (pH)","8"
2021-02-16 09:25:00,"WA1","NO3.NO2.as.N (ppb)","277"
2021-02-16 09:25:00,"WA1","P..Tot. (ppb)","193"
2021-02-16 09:25:00,"WA1","Tot.Coliforms (MPN/100ml)","2419"
2021-02-16 09:25:00,"WA1","E.Coli (MPN/100ml)","2419"
2021-03-16 10:00:00,"WA1","Water.Temp (°C)","17.9"
2021-03-16 10:00:00,"WA1","Turbidity..Form.Neph. (FNU)","10.1"
2021-03-16 10:00:00,"WA1","Dis.Oxygen.Sat (%)","101.5"
2021-03-16 10:00:00,"WA1","pH.25DegC (pH)","7.9"
2021-03-16 10:00:00,"WA1","NO3.NO2.as.N (ppb)","221"
2021-03-16 10:00:00,"WA1","P..Tot. (ppb)","31"
2021-03-16 10:00:00,"WA1","Tot.Coliforms (MPN/100ml)","2419"
2021-03-16 10:00:00,"WA1","E.Coli (MPN/100ml)","53"
2021-04-20 10:00:00,"WA1","Water.Temp (°C)","13.7"
2021-04-20 10:00:00,"WA1","Turbidity..Form.Neph. (FNU)","6"
2021-04-20 10:00:00,"WA1","Dis.Oxygen.Sat (%)","101.2"
2021-04-20 10:00:00,"WA1","pH.25DegC (pH)","7.9"
2021-04-20 10:00:00,"WA1","NO3.NO2.as.N (ppb)","307"
2021-04-20 10:00:00,"WA1","P..Tot. (ppb)","22"
2021-04-20 10:00:00,"WA1","Tot.Coliforms (MPN/100ml)","1553"
2021-04-20 10:00:00,"WA1","E.Coli (MPN/100ml)","91"
2021-05-18 10:00:00,"WA1","Water.Temp (°C)","12.9"
2021-05-18 10:00:00,"WA1","Turbidity..Form.Neph. (FNU)","14.9"
2021-05-18 10:00:00,"WA1","Dis.Oxygen.Sat (%)","101.6"
2021-05-18 10:00:00,"WA1","pH.25DegC (pH)","7.4"
2021-05-18 10:00:00,"WA1","NO3.NO2.as.N (ppb)","795"
2021-05-18 10:00:00,"WA1","P..Tot. (ppb)","252"
2021-05-18 10:00:00,"WA1","Tot.Coliforms (MPN/100ml)","2419"
2021-05-18 10:00:00,"WA1","E.Coli (MPN/100ml)","2419"
2021-06-22 10:00:00,"WA1","Water.Temp (°C)","10.9"
2021-06-22 10:00:00,"WA1","Turbidity..Form.Neph. (FNU)","37.8"
2021-06-22 10:00:00,"WA1","Dis.Oxygen.Sat (%)","99.7"
2021-06-22 10:00:00,"WA1","pH.25DegC (pH)","7.5"
2021-06-22 10:00:00,"WA1","NO3.NO2.as.N (ppb)","560"
2021-06-22 10:00:00,"WA1","P..Tot. (ppb)","77"
2021-06-22 10:00:00,"WA1","Tot.Coliforms (MPN/100ml)","691"
2021-06-22 10:00:00,"WA1","E.Coli (MPN/100ml)","281"
2021-07-20 10:00:00,"WA1","Water.Temp (°C)","10.7"
2021-07-20 10:00:00,"WA1","Turbidity..Form.Neph. (FNU)","297"
2021-07-20 10:00:00,"WA1","Dis.Oxygen.Sat (%)","97.9"
2021-07-20 10:00:00,"WA1","pH.25DegC (pH)","7.2"
2021-07-20 10:00:00,"WA1","NO3.NO2.as.N (ppb)","526"
2021-07-20 10:00:00,"WA1","P..Tot. (ppb)","697"
2021-07-20 10:00:00,"WA1","Tot.Coliforms (MPN/100ml)","11199"
2021-07-20 10:00:00,"WA1","E.Coli (MPN/100ml)","1376"
2021-09-21 10:00:00,"WA1","Water.Temp (°C)","11.5"
2021-09-21 10:00:00,"WA1","Turbidity..Form.Neph. (FNU)","15.9"
2021-09-21 10:00:00,"WA1","Dis.Oxygen.Sat (%)","102"
2021-09-21 10:00:00,"WA1","pH.25DegC (pH)","7.9"
2021-09-21 10:00:00,"WA1","NO3.NO2.as.N (ppb)","399"
2021-09-21 10:00:00,"WA1","P..Tot. (ppb)","37"
2021-09-21 10:00:00,"WA1","Tot.Coliforms (MPN/100ml)","2419"
2021-09-21 10:00:00,"WA1","E.Coli (MPN/100ml)","125"
2021-10-19 09:00:00,"WA1","Water.Temp (°C)","13.4"
2021-10-19 09:00:00,"WA1","Turbidity..Form.Neph. (FNU)","211"
2021-10-19 09:00:00,"WA1","Dis.Oxygen.Sat (%)","99.3"
2021-10-19 09:00:00,"WA1","pH.25DegC (pH)","7.7"
2021-10-19 09:00:00,"WA1","NO3.NO2.as.N (ppb)","274"
2021-10-19 09:00:00,"WA1","P..Tot. (ppb)","173"
2021-10-19 09:00:00,"WA1","Tot.Coliforms (MPN/100ml)","2419"
2021-10-19 09:00:00,"WA1","E.Coli (MPN/100ml)","2419"
2021-11-16 09:00:00,"WA1","Water.Temp (°C)","15.6"
2021-11-16 09:00:00,"WA1","Turbidity..Form.Neph. (FNU)","262"
2021-11-16 09:00:00,"WA1","Dis.Oxygen.Sat (%)","99"
2021-11-16 09:00:00,"WA1","pH.25DegC (pH)","7.6"
2021-11-16 09:00:00,"WA1","NO3.NO2.as.N (ppb)","285"
2021-11-16 09:00:00,"WA1","P..Tot. (ppb)","292"
2021-11-16 09:00:00,"WA1","Tot.Coliforms (MPN/100ml)","24192"
2021-11-16 09:00:00,"WA1","E.Coli (MPN/100ml)","4884"
2021-12-14 09:00:00,"WA1","Water.Temp (°C)","16.9"
2021-12-14 09:00:00,"WA1","Turbidity..Form.Neph. (FNU)","218"
2021-12-14 09:00:00,"WA1","Dis.Oxygen.Sat (%)","98.3"
2021-12-14 09:00:00,"WA1","pH.25DegC (pH)","7.1"
2021-12-14 09:00:00,"WA1","NO3.NO2.as.N (ppb)","277"
2021-12-14 09:00:00,"WA1","P..Tot. (ppb)","561"
2021-12-14 09:00:00,"WA1","Tot.Coliforms (MPN/100ml)","24192"
2021-12-14 09:00:00,"WA1","E.Coli (MPN/100ml)","24192"
2022-01-18 09:00:00,"WA1","Water.Temp (°C)","22.9"
2022-01-18 09:00:00,"WA1","Turbidity..Form.Neph. (FNU)","2.3"
2022-01-18 09:00:00,"WA1","Dis.Oxygen.Sat (%)","100.2"
2022-01-18 09:00:00,"WA1","pH.25DegC (pH)","8.3"
2022-01-18 09:00:00,"WA1","NO3.NO2.as.N (ppb)","32"
